National Park,Great Basin,"Baker, NV","
From the 13,000-foot summit of Wheeler Peak, to the sage-covered foothills, Great Basin National Park is a place to sample the stunning diversity of the larger Great Basin region. Come and partake of the solitude of the wilderness, walk among ancient bristlecone pines, bask in the darkest of night skies, and explore mysterious subterranean passages. There's a whole lot more than just desert here!
",NV
National Recreation Area,Lake Mead,"the Mojave Desert, AZ,NV","
Boat, hike, cycle, camp and fish at America’s most diverse national recreation area. With striking landscapes and brilliant blue waters, this year-round playground spreads across 1.5 million acres of mountains, canyons, valleys and two vast lakes. See the Hoover Dam from the waters of Lake Mead or Lake Mohave, or find solitude in one of the park's nine wilderness areas.
","AZ,NV"
National Historic Trail,Old Spanish,"AZ,CA,CO,NV,NM,UT","
Follow the routes of mule pack trains across the Southwest on the Old Spanish National Historic Trail between Santa Fe, New Mexico, and Los Angeles, California. New Mexican traders moved locally produced merchandise across what are now six states to exchange for mules and horses.
","AZ,CA,CO,NV,NM,UT"
National Historic Trail,Pony Express,"Various States CA,CO,KS,MO,NE,NV,UT,WY","
It is hard to believe that young men once rode horses to carry mail from Missouri to California in the unprecedented time of only 10 days. This relay system along the Pony Express National Historic Trail in eight states was the most direct and practical means of east-west communications before the telegraph.
","CA,CO,KS,MO,NE,NV,UT,WY"
National Monument,Tule Springs Fossil Beds,NV,"
Mammoths, lions and camels once roamed along wetlands just north of what is now known as Las Vegas, Nevada. Their history is preserved at Tule Springs Fossil Beds National Monument and is ready to be discovered.
",NV
National Scenic Trail,Appalachian,"Maine to Georgia, CT,GA,MA,MD,ME,NC,NH,NJ,NY,PA,TN,VA,VT,WV","
The Appalachian Trail is a 2,180+ mile long public footpath that traverses the scenic, wooded, pastoral, wild, and culturally resonant lands of the Appalachian Mountains. Conceived in 1921, built by private citizens, and completed in 1937, today the trail is managed by the National Park Service, US Forest Service, Appalachian Trail Conservancy, numerous state agencies and thousands of volunteers.
","CT,GA,ME,MD,MA,NH,NJ,NY,NC,PA,TN,VT,VA,WV"
National Historical Park,Saint-Gaudens,"Cornish, NH","
Discover the home, studios and gardens of Augustus Saint-Gaudens, one of America’s greatest sculptors. See over 100 of his artworks in the galleries and on the grounds, from heroic public monuments to expressive portrait reliefs, and the gold coins which changed the look of American coinage. Enjoy summer concerts, explore nature trails, or indulge your hidden talents during a sculpture class.
",NH
National Scenic Trail,Appalachian,"Maine to Georgia, CT,GA,MA,MD,ME,NC,NH,NJ,NY,PA,TN,VA,VT,WV","
The Appalachian Trail is a 2,180+ mile long public footpath that traverses the scenic, wooded, pastoral, wild, and culturally resonant lands of the Appalachian Mountains. Conceived in 1921, built by private citizens, and completed in 1937, today the trail is managed by the National Park Service, US Forest Service, Appalachian Trail Conservancy, numerous state agencies and thousands of volunteers.
","CT,GA,ME,MD,MA,NH,NJ,NY,NC,PA,TN,VT,VA,WV"
National Heritage Area,Crossroads of the American Revolution,"Trenton, NJ","
From the heights of the Palisades at Fort Lee to the shores of the Delaware River at Red Bank Battlefield, the Crossroads of the American Revolution offers an unprecedented opportunity to understand and celebrate New Jersey’s rich history. Historic sites, preservation groups, schools, libraries, and museum work together to tell these unique stories.
",NJ
National Recreation Area,Delaware Water Gap,"HQ in Bushkill PA; the park is along the Delaware River in the states of NJ,PA","
Paddlers slip down the river between low forested mountains; anglers wade the trout streams; hikers scan the valley from the ridge or peer into the 1000-foot-deep Water Gap. The valley has known human hand and voice for 10,000 years. Floodplains nourished the Native farmer; waterfalls drew the Victorian vacationer. Today, a 70,000-acre park welcomes those who seek the outdoors close to home.
","NJ,PA"
Part of Statue of Liberty National Monument,Ellis Island,"NJ,NY","
How far would you travel to find a better life? What if the journey took weeks under difficult conditions?  If you answered ""Whatever it takes,"" you echo the feelings of the 12 million immigrants who passed through these now quiet halls from 1892 to 1954. Ellis Island afforded them the opportunity to attain the American dream for themselves and their descendants. Come hear their stories.
","NJ,NY"
National Recreation Area,Gateway,"Brooklyn, Queens & Staten Island, New York and Monmouth County, New Jersey, NY,NJ","
There are three geographic units: Sandy Hook, New Jersey; Jamaica Bay and Staten Island, New York City. The NYC units include Jamaica Bay Wildlife Refuge, Fort Tilden, Riis Park in Queens, Floyd Bennett Field and Canarsie Pier in Brooklyn. Staten Island has Great Kills Park, Miller Field and Fort Wadsworth. These sites and others make up the 27,000 acres of Gateway, one national park.
","NJ,NY"
No information,Great Egg Harbor River,NJ,"
The River gradually widens as it picks up the waters of 17 tributaries on its way to Great Egg Harbor and the Atlantic Ocean. Established by Congress in 1992, nearly all of this 129-mile river system rests within the Pinelands National Reserve. This National Park Service unit is unusual in that local jurisdictions continue to administer the lands.
",NJ
National Wild and Scenic River,Lower Delaware,"PA,NJ","
The largest free-flowing river in the eastern United States, the Delaware River runs past forests, farmlands, and villages, and it also links some of the most densely populated regions in America.
In 2000, the National Wild and Scenic River System incorporated key segments of the lower Delaware River to form this unit of the National Park System.
","NJ,PA"
National Historical Park,Morristown,"Morristown, NJ","
Morristown National Historical Park commemorates the sites of General Washington and the Continental army’s winter encampment of December 1779 to June 1780, where they survived through what would be the coldest winter on record. The park also maintains a museum & library collection related to the encampments & George Washington, as well as items relating to pre- and post-Revolutionary America.
",NJ
National Reserve,New Jersey Pinelands,"Southeastern New Jersey, NJ","
This is truly a special place. It's classified as a United States Biosphere Reserve and in 1978 was established by Congress as the country’s first National Reserve. It includes portions of seven southern New Jersey counties, and encompasses over one-million acres of farms, forests and wetlands. It contains 56 communities, from hamlets to suburbs, with over 700,000 permanent residents.
",NJ
National Historical Park,Paterson Great Falls,"Paterson, NJ","
Cotton and silk fabrics; steam locomotives; continuous rolls of paper; airplane engines. What do these things have in common? They were all manufactured in the same place - Paterson, NJ.
In 1792, Paterson was established, America's first planned industrial city, centered around the Great Falls of the Passaic River. From humble mills rose industries that changed the face of the United States.
",NJ
National Historical Park,Thomas Edison,"West Orange, NJ","
Thomas Edison’s home and laboratory are a step back in time, when machines were run by belts and pulleys and music was played on phonographs.  Where to the passerby, the buildings betray little evidence of the industries they once started.  Discover where America’s greatest inventor changed our world forever.
",NJ
National Historic Trail,Washington-Rochambeau,"MA,RI,CT,NY,NJ,PA,DE,MD,VA,DC","
In 1781, General Rochambeau’s French Army joined forces with General Washington’s Continental Army to fight the British Army in Yorktown, Virginia. With the French Navy in support, the allied armies moved hundreds of miles to become the largest troop movement of the American Revolution. The effort and cooperation between the two sides led to a victory at Yorktown and secured American independence.
","CT,DC,DE,MD,MA,NJ,NY,PA,RI,VA"
National Monument,Aztec Ruins,"Aztec, NM","
Pueblo people describe this site as part of their migration journey. Today you can follow their ancient passageways to a distant time. Explore a 900-year old ancestral Pueblo Great House of over 400 masonry rooms. Look up and see original timbers holding up the roof. Search for the fingerprints of ancient workers in the mortar. Listen for an echo of ritual drums in the reconstructed Great Kiva.
",NM
National Monument,Bandelier,"Los Alamos, NM","
Bandelier National Monument protects over 33,000 acres of rugged but beautiful canyon and mesa country as well as evidence of a human presence here going back over 11,000 years.  Petroglyphs, dwellings carved into the soft rock cliffs, and standing masonry walls pay tribute to the early days of a culture that still survives in the surrounding communities.
",NM
National Monument,Capulin Volcano,"Capulin, NM","
Come view a dramatic landscape—a unique place of mountains, plains, and sky. Born of fire and forces continually reshaping the earth’s surface, Capulin Volcano provides access to nature’s most awe-inspiring work.
",NM
National Park,Carlsbad Caverns,"Carlsbad, NM","
High ancient sea ledges, deep rocky canyons, flowering cactus, and desert wildlife—treasures above the ground in the Chihuahuan Desert. Hidden beneath the surface are more than 119 caves—formed when sulfuric acid dissolved limestone leaving behind caverns of all sizes.
",NM
National Historical Park,Chaco Culture,"Nageezi, NM","
Today the massive buildings of the ancestral Pueblo peoples still testify to the organizational and engineering abilities not seen anywhere else in the American Southwest. For a deeper contact with the canyon that was central to thousands of people between 850 and 1250 A.D., come and explore Chaco through guided tours, hiking & biking trails, evening campfire talks, and night sky programs.
",NM
National Historic Trail,El Camino Real de Tierra Adentro,"NM,TX","
Take a journey on El Camino Real de Tierra Adentro National Historic Trail to savor 300 years of heritage and culture in the Southwest. This Spanish colonial ""royal road"" in New Mexico and Texas originally extended to Mexico City, Mexico.
","NM,TX"
National Monument,El Malpais,"Grants, NM","
The richly diverse volcanic landscape of El Malpais offers solitude, recreation, and discovery. Explore cinder cones, lava tube caves, sandstone bluffs, and hiking trails. Wildlife abounds in the open grasslands and forests. While some may see a desolate environment, people have been adapting to and living in this extraordinary terrain for generations. Come discover the land of fire and ice!
",NM
National Monument,El Morro,"Ramah, NM","
Imagine the refreshment of finding water after days of dusty travel. A reliable waterhole hidden at the base of a sandstone bluff made El Morro (the headland) a popular campsite for hundreds of years. Here, Ancestral Puebloans, Spanish and American travelers carved over 2,000 signatures, dates, messages, and petroglyphs.  Make El Morro National Monument a stopping point on your travels.
",NM
National Monument,Fort Union,"Watrous, NM","
Exposed to the wind, within a sweeping valley of short grass prairie, amid the swales of the Santa Fe Trail, lie the territorial-style adobe remnants of the largest 19th century military fort in the region. For forty years, 1851-1891, Fort Union functioned as an agent of political and cultural change, whether desired or not, in New Mexico and throughout the Southwest.
",NM
National Monument,Gila Cliff Dwellings,"Silver City, NM","
For thousands of years, groups of nomadic people used the caves of the Gila River as temporary shelter. In the late 1200's, people of the Mogollon Culture decided it would be a good place to call home. They built rooms, crafted pottery and raised children in the cliff dwellings for about twenty years. Then the Mogollon moved on, leaving the walls for us as a glimpse into the past.
",NM
National Historical Park,Manhattan Project,"Manhattan Project National Historical Park, NM,WA,TN","
This site tells the story about the people, events, science, and engineering that led to the creation of the atomic bomb, which helped end World War II.
","NM,TN,WA"
National Historic Trail,Old Spanish,"AZ,CA,CO,NV,NM,UT","
Follow the routes of mule pack trains across the Southwest on the Old Spanish National Historic Trail between Santa Fe, New Mexico, and Los Angeles, California. New Mexican traders moved locally produced merchandise across what are now six states to exchange for mules and horses.
","AZ,CA,CO,NV,NM,UT"
National Historical Park,Pecos,"Pecos, NM","
In the midst of piñon, juniper, and ponderosa pine woodlands of the Sangre de Cristo Mountains not far from Santa Fe, the remains of Indian pueblos stand as meaningful reminders of people who once prevailed. Pecos National Historical Park helps visitors explore the cultural exchange and geographic features that played such crucial roles in the rich history of the Pecos Valley.
",NM
National Monument,Petroglyph,"Albuquerque, NM","
Petroglyph National Monument protects one of the largest petroglyph sites in North America, featuring designs and symbols carved onto volcanic rocks by Native Americans and Spanish settlers 400 to 700 years ago. These images are a valuable record of cultural expression and hold profound spiritual significance for contemporary Native Americans and for the descendants of the early Spanish settlers.
",NM
National Monument,Salinas Pueblo Missions,"Mountainair, NM","
Tucked away in the middle of New Mexico you’ll find Salinas Pueblo Missions National Monument. The three sites offer a glimpse into a unique time in history. A time entrenched with cultural borrowing, conflict, and struggles. The now abandoned sites stand as reminders of the Spanish and Pueblo People’s early encounters.
",NM
National Historic Trail,Santa Fe,"CO,KS,MO,NM,OK","
You can almost hear the whoops and cries of ""All's set!"" as trail hands hitched their oxen to freight wagons carrying cargo between western Missouri and Santa Fe, New Mexico. Follow the Santa Fe National Historic Trail through five states and you'll find adventure and evidence of past travelers who made this remarkable trip before you!
","CO,KS,MO,NM,OK"
National Preserve,Valles Caldera,"Jemez Springs, NM","
About 1.25 million years ago, a spectacular volcanic eruption created the 13-mile wide circular depression now known as the Valles Caldera.  The preserve is known for its huge mountain meadows, abundant wildlife, and meandering streams. The area also preserves the homeland of ancestral native peoples and embraces a rich ranching history.
",NM
National Monument,White Sands,"Alamogordo, NM","
Rising from the heart of the Tularosa Basin is one of the world's great natural wonders - the glistening white sands of New Mexico. Great wave-like dunes of gypsum sand have engulfed 275 square miles of desert, creating the world's largest gypsum dunefield. White Sands National Monument preserves a major portion of this unique dunefield, along with the plants and animals that live here.
",NM
National Monument,African Burial Ground,NY,"
African Burial Ground is the oldest and largest known excavated burial ground in North America for both free and enslaved Africans. It protects the historic role slavery played in building New York City.  The site honors both the spirit of those buried here and those who fought for the respectful protection of this site for this and future generations.
",NY
National Scenic Trail,Appalachian,"Maine to Georgia, CT,GA,MA,MD,ME,NC,NH,NJ,NY,PA,TN,VA,VT,WV","
The Appalachian Trail is a 2,180+ mile long public footpath that traverses the scenic, wooded, pastoral, wild, and culturally resonant lands of the Appalachian Mountains. Conceived in 1921, built by private citizens, and completed in 1937, today the trail is managed by the National Park Service, US Forest Service, Appalachian Trail Conservancy, numerous state agencies and thousands of volunteers.
","CT,GA,ME,MD,MA,NH,NJ,NY,NC,PA,TN,VT,VA,WV"
National Historic Trail,Captain John Smith Chesapeake,"Various States VA,MD,DE,DC,PA,NY","
Four hundred years ago Englishman John Smith and a small crew of adventurers set out in an open boat to explore the Chesapeake Bay. Between 1607 and 1609 Smith and his crew mapped nearly 3,000 miles of the Bay and rivers and documented American Indian communities. Smith’s map and journals are a remarkable record of the 17th-century Chesapeake. Come join the adventure on the Chesapeake Bay!
","DC,DE,MD,NY,PA,VA"
National Monument,Castle Clinton,"New York, NY","
Located at the southern tip of Manhattan Island, Castle Clinton stands where New York City began, and represents not only the city’s growth, but the growth of a nation. Initially intended to prevent a British invasion in 1812, the fortification has transformed over the years to welcome theatergoers, immigrants, sightseers, and now, millions of visitors to New York Harbor.
",NY
No information,Chesapeake Bay,"Chesapeake Bay Watershed, DC,DE,MD,NY,PA,VA,WV","
NPS helps you learn about and enjoy the Chesapeake Bay, the largest estuary in North America.
Here, you can visit major league cities, colonial towns, American Indian landscapes, farms and fishing villages. You can learn to kayak, pick crabs, go fishing, tour a lighthouse, slurp oysters, and slow down to enjoy the natural beauty of the Chesapeake.
","DC,DE,MD,NY,PA,VA,WV"
National Historic Site,Eleanor Roosevelt,"Hyde Park, NY","
""The greatest thing I have learned is how good it is to come home again."" Eleanor Roosevelt
This simple statement expresses her love for the modest house she called Val-Kill. The only National Historic Site dedicated to a first lady, Val-Kill welcomes visitors in the style of Mrs. Roosevelt. Come and be part of the entire Roosevelt Experience at Val-Kill.
",NY
Part of Statue of Liberty National Monument,Ellis Island,"NJ,NY","
How far would you travel to find a better life? What if the journey took weeks under difficult conditions?  If you answered ""Whatever it takes,"" you echo the feelings of the 12 million immigrants who passed through these now quiet halls from 1892 to 1954. Ellis Island afforded them the opportunity to attain the American dream for themselves and their descendants. Come hear their stories.
","NJ,NY"
National Heritage Corridor,Erie Canalway,"Upstate, NY","
Explore the Erie Canal and discover America's most famous and influential man-made waterway. Nowhere else will you find the distinctive locks and low bridges of the New York State Canal System or discover towns and cities whose watery front doors still give way to lively Main Streets.
More than 500 miles of historic waterways and trails are here to explore.
",NY
National Memorial,Federal Hall,"New York, NY","
Here on Wall Street, George Washington took the oath of office as our first President, and this site was home to the first Congress, Supreme Court, and Executive Branch offices. The current structure, a Customs House, later served as part of the US Sub-Treasury. Now, the building serves as a museum and memorial to our first President and the beginnings of the United States of America.
",NY
National Seashore,Fire Island,"Patchogue, NY","
Immerse yourself in an enchanting collage of coastal life and history. Rhythmic waves, high dunes, ancient maritime forests, historic landmarks and glimpses of wildlife, Fire Island has been a special place for diverse plants, animals and people for centuries. Far from the pressure of nearby big-city life, dynamic barrier island beaches offer both solitude and camaraderie, and spiritual renewal.
",NY
National Monument,Fort Stanwix,"Rome, NY","
For centuries, the Oneida Carrying Place, a six mile portage connecting the Mohawk River and Wood Creek, served as a vital link for those traveling by water from the ocean to the Great Lakes. When Europeans arrived, nations fought for control of the carry, the homelands of the Six Nations Confederacy, and the rich resources of North America. In this struggle, Fort Stanwix would play a vital role.
",NY
National Recreation Area,Gateway,"Brooklyn, Queens & Staten Island, New York and Monmouth County, New Jersey, NY,NJ","
There are three geographic units: Sandy Hook, New Jersey; Jamaica Bay and Staten Island, New York City. The NYC units include Jamaica Bay Wildlife Refuge, Fort Tilden, Riis Park in Queens, Floyd Bennett Field and Canarsie Pier in Brooklyn. Staten Island has Great Kills Park, Miller Field and Fort Wadsworth. These sites and others make up the 27,000 acres of Gateway, one national park.
","NJ,NY"
National Memorial,General Grant,"New York, NY","
The final resting place of President Ulysses S. Grant and his wife, Julia, is the largest mausoleum in North America. It testifies to a people’s gratitude for the man who ended the bloodiest conflict in American history as Commanding General of the Union Army and then, as President of the United States, strove to heal a nation after a civil war and make rights for all citizens a reality.
",NY
National Monument,Governors Island,"New York, NY","
From 1794 to 1966, the U.S. Army on Governors Island was part of the social, political, and economic tapestry of New York City. Today, the island is a vibrant summer seasonal venue of art, culture, and performance against the backdrop of two centuries of military heritage and the skyline of one of the great cities of the world. The island is currently open to the public through October 31, 2018.
",NY
National Memorial,Hamilton Grange,"New York, NY","
Alexander Hamilton created the tools for the success of the United States. From his humble beginnings as an orphan on the Caribbean island of Nevis, he became George Washington's right-hand man. Come visit Hamilton Grange and find out more about this controversial founder and the country home that he built on his Harlem estate.
",NY
National Historical Park,Harriet Tubman,"Auburn, NY","
Harriet Tubman was guided by a deep faith and devotion to family, freedom, and community. After emancipating herself and members of her family, she moved them from Ontario, Canada to Fleming and Auburn, New York in 1859. Central New York was a center for progressive thought, abolition, and women’s suffrage where Tubman continued to fight for human rights and dignity until she died in 1913.
",NY
National Historic Site,Home Of Franklin D Roosevelt,"Hyde Park, NY","
""All that is within me cries out to go back to my home on the Hudson River"" FDR
This quote captures FDR's connection to Springwood, the estate that he loved & the place he considered home. The first US Presidential Library was started by FDR here. Visit the Home of FDR and Presidential Library & Museum to learn about the only President elected to four terms.
",NY
National Heritage Area,Hudson River Valley,"Albany, NY","
Hudson River Valley National Heritage Area stretches from New York City to Albany. The area resources exhibit the roles of freedom and dignity in the valley's history, and the historical and contemporary role of commerce. Revolutionary War stories, famous residences, scenic parks and gardens, and landscape interpretations all contribute to the Hudson Valley's beauty and wealth of resources.
",NY
National Historic Site,Lower East Side Tenement Museum,"Manhattan, NY","
The heart of the museum is a historic tenement, home to an estimated 7,000 people from over 20 nations between 1863 and 1935. The tenement’s cramped living spaces, the lives of past residents and the history of the Lower East Side, contribute to its representation of the immigrant experience. Throughout the year, programs such as walking tours and readings are offered.
",NY
National Historic Site,Martin Van Buren,"Kinderhook, NY","
Politics before the Civil War was a whirlwind of opposing interest groups. Martin Van Buren was able to unite those groups becoming president in 1837. As frustration and violence over the extension of slavery grew in the 1840's, Van Buren ran for the presidency twice more from this house. He hoped to unite sectional interests but failed; ultimately so did the union.
",NY
No information,National Parks of New York Harbor,"Northern New Jersey and New York City, NY","
National Parks in New York City? Yes! There are 11 parks with a total of 23 different sites you can visit in all five boroughs and parts of New Jersey.
Check them out below.
",NY
National Heritage Area,Niagara Falls,NY,"
Designated by Congress in 2008, the Niagara Falls National Heritage Area stretches from the western boundary of Wheatfield, New York to the mouth of the Niagara River on Lake Ontario, including the communities of Niagara Falls, Youngstown, and Lewiston. The region is home to natural wonders, rich cultural traditions, and nationally significant historical sites.
",NY
National Scenic Trail,North Country,"Seven States-New York to North Dakota MI,MN,ND,NY,OH,PA,WI","
Come to the North Country. Trek the hills and valleys. Lakes and streams remain from glaciers 10,000 years before. Here you’ll find clear-flowing water, the red and gold of autumn, a fairyland of snow, wide open prairies, and distant horizons. Historic sites along the way tell the story of how America settled and grew as a nation. From New York to North Dakota, you're never far from adventure.
","MI,MN,NY,ND,OH,PA,WI"
National Historic Site,Sagamore Hill,"Oyster Bay, NY","
Sagamore Hill was the home of Theodore Roosevelt, 26th President of the United States, from 1885 until his death in 1919. During Roosevelt's time in office, his ""Summer White House"" was the focus of international attention. Explore the natural surroundings and become inspired by the legacy of one of America's most popular presidents.
",NY
National Historic Site,Saint Paul's Church,"Mount Vernon, NY - 897 South Columbus Avenue, NY","
Since 1665, Saint Paul's Church played a vital role in the colonial life of Eastchester, 20 miles north of New York City. Townspeople voted at the nearby Village Green; local militia drilled outside its doors. But the American Revolution changed everything. American, British and Hessian troops tore down the old wooden meetinghouse for firewood and used the unfinished stone chapel as a hospital.
",NY
National Historical Park,Saratoga,"Stillwater, NY","
Here, in 1777, during the American War for Independence, American troops battled and beat a British invasion force, marking the first time in world history that a British Army ever surrendered. This crucial victory secured essential foreign recognition and support, instigated world-wide wars, affirmed United States independence, and changed the face of the world.
",NY
National Monument,Statue Of Liberty,"Ellis Island, NY","
""The Statue of Liberty Enlightening the World"" was a gift of friendship from the people of France to the United States and is recognized as a universal symbol of freedom and democracy. The Statue of Liberty was dedicated on October 28, 1886.  It was designated as a National Monument in 1924.  Employees of the National Park Service have been caring for the colossal copper statue since 1933.
",NY
National Monument,Stonewall,No information,"
Before the 1960s almost everything about living openly as a lesbian, gay, bisexual, or transgender (LGBT) person was illegal. New York City laws against homosexual activities were particularly harsh. The Stonewall Uprising on June 28, 1969 is a milestone in the quest for LGBT civil rights and provided momentum for a movement.
",NY
National Historic Site,Theodore Roosevelt Birthplace,"New York, NY","
This is the boyhood home of the first U.S. president to be born in New York City. Raised in a townhouse at 28 E. 20th St., Theodore Roosevelt would grow up to be our 26th President and become immortalized on Mount Rushmore. However, he started life as a sickly yet bright boy who exercised to improve his health and began a lifelong passion for the ""strenuous life.""
",NY
National Historic Site,Theodore Roosevelt Inaugural,"Buffalo, NY","
As president, Theodore Roosevelt created protections for ordinary citizens, began regulation of big business, and made the US a major force in international affairs. Yet one of the most important presidencies in America's history nearly didn't happen. See the place where a brief, emotional, and improvised ceremony in Buffalo, NY brought TR into office, and forever altered the nation.
",NY
National Historic Site,Thomas Cole,"Catskill, NY","
In 1825, America was still a new nation, just forming its own unique identity and traditions. Thomas Cole invented a new style of art, one that Americans could call their own. His landscape paintings launched the art movement known as the Hudson River School.
His groundbreaking achievements took place here in Catskill, New York -- in the ""peaceful shades"" of his beloved home, Cedar Grove.
",NY
Scenic & Recreational River,Upper Delaware,"Pike and Wayne (PA) and Delaware, Orange and Sullivan (NY) counties along the Delaware River, NY,PA","
Canoe through rapids and quiet pools as the Delaware River winds its way through a valley of swiftly changing scenery or fish amid rolling hills and riverfront villages in one of the finest fishing rivers in the northeastern United States. The clean water of the Delaware, the last major undammed river in the eastern United States, supports a healthy ecosystem and offers tranquility and excitement.
","NY,PA"
National Historic Site,Vanderbilt Mansion,"Hyde Park, NY","
Vanderbilt Mansion NHS, in terms of architecture, interiors, mechanical systems, road systems and landscape, is a remarkably complete example of a gilded-age country place, illustrating the political, economic, social, cultural, and demographic changes that occurred as America industrialized in the years after the Civil War.
",NY
National Historic Trail,Washington-Rochambeau,"MA,RI,CT,NY,NJ,PA,DE,MD,VA,DC","
In 1781, General Rochambeau’s French Army joined forces with General Washington’s Continental Army to fight the British Army in Yorktown, Virginia. With the French Navy in support, the allied armies moved hundreds of miles to become the largest troop movement of the American Revolution. The effort and cooperation between the two sides led to a victory at Yorktown and secured American independence.
","CT,DC,DE,MD,MA,NJ,NY,PA,RI,VA"
National Historical Park,Women's Rights,"Seneca Falls, NY","
Women’s Rights National Historical Park tells the story of the first Women’s Rights Convention held in Seneca Falls, NY on July 19-20,1848.  It is a story of struggles for civil rights, human rights, and equality, global struggles that continue today.  The efforts of women’s rights leaders, abolitionists, and other 19th century reformers remind us that all people must be accepted as equals.
",NY
National Scenic Trail,Appalachian,"Maine to Georgia, CT,GA,MA,MD,ME,NC,NH,NJ,NY,PA,TN,VA,VT,WV","
The Appalachian Trail is a 2,180+ mile long public footpath that traverses the scenic, wooded, pastoral, wild, and culturally resonant lands of the Appalachian Mountains. Conceived in 1921, built by private citizens, and completed in 1937, today the trail is managed by the National Park Service, US Forest Service, Appalachian Trail Conservancy, numerous state agencies and thousands of volunteers.
","CT,GA,ME,MD,MA,NH,NJ,NY,NC,PA,TN,VT,VA,WV"
Parkway,Blue Ridge,"Blue Ridge Mountains of Virginia and North Carolina, NC,VA","
A Blue Ridge Parkway experience is unlike any other: a slow-paced and relaxing drive revealing stunning long-range vistas and close-up views of the rugged mountains and pastoral landscapes of the Appalachian Highlands. The Parkway meanders for 469 miles, protecting a diversity of plants and animals, and providing opportunities for enjoying all that makes this region of the country so special.
","NC,VA"
National Heritage Area,Blue Ridge,"Fletcher, NC","
The Blue Ridge National Heritage Area is a place unlike any other on Earth, where ancient landscapes enchant the eye and age-old traditions warm the heart.  The distinctive landscape of the North Carolina mountains and foothills combined with the region’s living traditions of craft, music, agriculture and Cherokee heritage create a wealth of natural and cultural treasures unmatched in our country.
",NC
National Seashore,Cape Hatteras,"Nags Head, Buxton, Ocracoke, NC","
The sound of ocean waves, the starry night sky, or the calm of the salt marshes, you can experience it all. Shaped by the forces of water, wind, and storms these islands are ever changing. The plants, wildlife, and people who live here adapt continually. Whether you are enjoying the beach, kayaking the sound, or climbing the Cape Hatteras Lighthouse there is something for everyone to explore!
",NC
National Seashore,Cape Lookout,"Harkers Island, NC","
A boat ride three miles off-shore brings you to the barrier islands of Cape Lookout National Seashore.  Horse watching, shelling, fishing, birding, camping, lighthouse climbing, and touring historic villages--there’s something for everyone at Cape Lookout.  Be sure to bring all the food, water, and supplies you need (and carry your trash out of the park) when visiting these remote beaches.
",NC
National Historic Site,Carl Sandburg Home,"Flat Rock, NC","
Carl Sandburg provided a popular voice for the American people of the twentieth century and still speaks to us through his words, activism, music and the beauty and serenity of Carl Sandburg Home National Historic Site.
Explore Sandburg's legacy and Experience Your America!
",NC
National Historic Site,Fort Raleigh,"Manteo, NC","
Fort Raleigh National Historic Site protects and preserves known portions of England's first New World settlements from 1584 to 1590.
This site also preserves the cultural heritage of the Native Americans, European Americans and African Americans who have lived on Roanoke Island.
",NC
National Park,Great Smoky Mountains,"the states of NC,TN","
Ridge upon ridge of forest straddles the border between North Carolina and Tennessee in Great Smoky Mountains National Park. World renowned for its diversity of plant and animal life, the beauty of its ancient mountains, and the quality of its remnants of Southern Appalachian mountain culture, this is America's most visited national park.
","NC,TN"
National Military Park,Guilford Courthouse,"Greensboro, NC","
""I never saw such fighting since God made me. The Americans fought like demons.""
-Lt. General Charles, Earl Cornwallis
The largest battle of the Revolutionary War's Southern Campaign was fought at the small North Carolina backcountry hamlet of Guilford Courthouse. The battle proved to be a turning point for British military operations in the Revolutionary War.
",NC
Cultural Heritage Corridor,Gullah/Geechee,"FL,GA,NC,SC","
Designated by Congress in 2006, the Gullah Geechee Cultural Heritage Corridor extends from Wilmington, North Carolina in the north to Jacksonville, Florida in the south. It is home to one of America's most unique cultures, a tradition first shaped by captive Africans brought to the southern United States from West Africa and continued in later generations by their descendents.
","FL,GA,NC,SC"
National Battlefield,Moores Creek,"Currie, NC","
In the early morning hours of February 27, 1776 Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.
",NC
National Historic Trail,Overmountain Victory,"NC,SC,TN,VA","
Stretching 330 miles through four states (Virginia, Tennessee, North and South Carolina) the Overmountain Victory National Historic Trail traces the route used by patriot militia during the pivotal Kings Mountain campaign of 1780. Follow the campaign by utilizing a Commemorative Motor Route which uses existing state highways marked with the distinctive trail logo, or 87 miles of walkable pathways.
","NC,SC,TN,VA"
National Historic Trail,Trail Of Tears,"AL,AR,GA,IL,KY,MO,NC,OK,TN","
Remember and commemorate the survival of the Cherokee people, forcefully removed from their homelands in Georgia, Alabama, and Tennessee to live in Indian Territory, now Oklahoma. They traveled by foot, horse, wagon, or steamboat in 1838-1839.
","AL,AR,GA,IL,KY,MO,NC,OK,TN"
National Memorial,Wright Brothers,"Kill Devil Hills, NC","
Wind, sand, and a dream of flight brought Wilbur and Orville Wright to Kitty Hawk, North Carolina where, after four years of scientific experimentation, they achieved the first successful airplane flights on December 17, 1903.
With courage and perseverance, these self-taught engineers relied on teamwork and application of the scientific process. What they achieved changed our world forever.
",NC
